#timestamp,ETH_price
1484701200,1.045000e+01
1484704800,1.015000e+01
1484708400,1.017000e+01
1484712000,1.030000e+01
1484715600,1.029000e+01
1484719200,1.040000e+01
1484722800,1.024000e+01
1484726400,1.027000e+01
1484730000,1.026000e+01
1484733600,1.019000e+01
1484737200,1.027000e+01
1484740800,1.037000e+01
1484744400,1.015000e+01
1484748000,1.003000e+01
1484751600,1.010000e+01
1484755200,1.027000e+01
1484758800,1.022000e+01
1484762400,1.024000e+01
1484766000,1.017000e+01
1484769600,1.016000e+01
1484773200,1.022000e+01
1484776800,1.018000e+01
1484780400,1.025000e+01
1484784000,1.031000e+01
1484787600,1.028000e+01
1484791200,1.021000e+01
1484794800,1.028000e+01
1484798400,1.028000e+01
1484802000,1.027000e+01
1484805600,1.026000e+01
1484809200,1.033000e+01
1484812800,1.032000e+01
1484816400,1.028000e+01
1484820000,1.030000e+01
1484823600,1.019000e+01
1484827200,1.022000e+01
1484830800,1.030000e+01
1484834400,1.023000e+01
1484838000,1.025000e+01
1484841600,1.036000e+01
1484845200,1.035000e+01
1484848800,1.038000e+01
1484852400,1.043000e+01
1484856000,1.039000e+01
1484859600,1.046000e+01
1484863200,1.041000e+01
1484866800,1.044000e+01
1484870400,1.037000e+01
1484874000,1.043000e+01
1484877600,1.040000e+01
1484881200,1.047000e+01
1484884800,1.043000e+01
1484888400,1.048000e+01
1484892000,1.053000e+01
1484895600,1.062000e+01
1484899200,1.065000e+01
1484902800,1.066000e+01
1484906400,1.055000e+01
1484910000,1.057000e+01
1484913600,1.056000e+01
1484917200,1.057000e+01
1484920800,1.056000e+01
1484924400,1.057000e+01
1484928000,1.062000e+01
1484931600,1.065000e+01
1484935200,1.066000e+01
1484938800,1.067000e+01
1484942400,1.065000e+01
1484946000,1.065000e+01
1484949600,1.065000e+01
1484953200,1.063000e+01
1484956800,1.066000e+01
1484960400,1.064000e+01
1484964000,1.065000e+01
1484967600,1.073000e+01
1484971200,1.063000e+01
1484974800,1.069000e+01
1484978400,1.061000e+01
1484982000,1.063000e+01
1484985600,1.061000e+01
1484989200,1.059000e+01
1484992800,1.053000e+01
1484996400,1.061000e+01
1485000000,1.066000e+01
1485003600,1.061000e+01
1485007200,1.085000e+01
1485010800,1.087000e+01
1485014400,1.085000e+01
1485018000,1.088000e+01
1485021600,1.094000e+01
1485025200,1.099000e+01
1485028800,1.096000e+01
1485032400,1.092000e+01
1485036000,1.096000e+01
1485039600,1.098000e+01
1485043200,1.094000e+01
1485046800,1.086000e+01
1485050400,1.093000e+01
1485054000,1.092000e+01
1485057600,1.095000e+01
1485061200,1.098000e+01
1485064800,1.098000e+01
1485068400,1.094000e+01
1485072000,1.098000e+01
1485075600,1.093000e+01
1485079200,1.080000e+01
1485082800,1.076000e+01
1485086400,1.076000e+01
1485090000,1.072000e+01
1485093600,1.058000e+01
1485097200,1.083000e+01
1485100800,1.076000e+01
1485104400,1.082000e+01
1485108000,1.082000e+01
1485111600,1.079000e+01
1485115200,1.075000e+01
1485118800,1.079000e+01
1485122400,1.081000e+01
1485126000,1.076000e+01
1485129600,1.076000e+01
1485133200,1.077000e+01
1485136800,1.071000e+01
1485140400,1.072000e+01
1485144000,1.067000e+01
1485147600,1.074000e+01
1485151200,1.072000e+01
1485154800,1.077000e+01
1485158400,1.075000e+01
1485162000,1.075000e+01
1485165600,1.079000e+01
1485169200,1.079000e+01
1485172800,1.080000e+01
1485176400,1.079000e+01
1485180000,1.080000e+01
1485183600,1.082000e+01
1485187200,1.071000e+01
1485190800,1.067000e+01
1485194400,1.073000e+01
1485198000,1.074000e+01
1485201600,1.077000e+01
1485205200,1.073000e+01
1485208800,1.074000e+01
1485212400,1.078000e+01
1485216000,1.060000e+01
1485219600,1.066000e+01
1485223200,1.066000e+01
1485226800,1.066000e+01
1485230400,1.066000e+01
1485234000,1.076000e+01
1485237600,1.062000e+01
1485241200,1.065000e+01
1485244800,1.058000e+01
1485248400,1.067000e+01
1485252000,1.062000e+01
1485255600,1.056000e+01
1485259200,1.059000e+01
1485262800,1.064000e+01
1485266400,1.060000e+01
1485270000,1.060000e+01
1485273600,1.061000e+01
1485277200,1.066000e+01
1485280800,1.063000e+01
1485284400,1.061000e+01
1485288000,1.062000e+01
1485291600,1.062000e+01
1485295200,1.058000e+01
1485298800,1.051000e+01
1485302400,1.056000e+01
1485306000,1.061000e+01
1485309600,1.059000e+01
1485313200,1.059000e+01
1485316800,1.058000e+01
1485320400,1.060000e+01
1485324000,1.056000e+01
1485327600,1.049000e+01
1485331200,1.050000e+01
1485334800,1.053000e+01
1485338400,1.039000e+01
1485342000,1.044000e+01
1485345600,1.052000e+01
1485349200,1.049000e+01
1485352800,1.048000e+01
1485356400,1.046000e+01
1485360000,1.052000e+01
1485363600,1.049000e+01
1485367200,1.053000e+01
1485370800,1.050000e+01
1485374400,1.050000e+01
1485378000,1.049000e+01
1485381600,1.050000e+01
1485385200,1.050000e+01
1485388800,1.053000e+01
1485392400,1.051000e+01
1485396000,1.058000e+01
1485399600,1.059000e+01
1485403200,1.056000e+01
1485406800,1.052000e+01
1485410400,1.055000e+01
1485414000,1.054000e+01
1485417600,1.053000e+01
1485421200,1.054000e+01
1485424800,1.057000e+01
1485428400,1.059000e+01
1485432000,1.058000e+01
1485435600,1.057000e+01
1485439200,1.052000e+01
1485442800,1.059000e+01
1485446400,1.061000e+01
1485450000,1.057000e+01
1485453600,1.054000e+01
1485457200,1.055000e+01
1485460800,1.056000e+01
1485464400,1.059000e+01
1485468000,1.064000e+01
1485471600,1.066000e+01
1485475200,1.063000e+01
1485478800,1.054000e+01
1485482400,1.051000e+01
1485486000,1.045000e+01
1485489600,1.048000e+01
1485493200,1.046000e+01
1485496800,1.048000e+01
1485500400,1.051000e+01
1485504000,1.050000e+01
1485507600,1.048000e+01
1485511200,1.044000e+01
1485514800,1.046000e+01
1485518400,1.051000e+01
1485522000,1.050000e+01
1485525600,1.054000e+01
1485529200,1.053000e+01
1485532800,1.050000e+01
1485536400,1.050000e+01
1485540000,1.050000e+01
1485543600,1.051000e+01
1485547200,1.061000e+01
1485550800,1.056000e+01
1485554400,1.050000e+01
1485558000,1.054000e+01
1485561600,1.054000e+01
1485565200,1.056000e+01
1485568800,1.053000e+01
1485572400,1.055000e+01
1485576000,1.051000e+01
1485579600,1.055000e+01
1485583200,1.057000e+01
1485586800,1.056000e+01
1485590400,1.057000e+01
1485594000,1.059000e+01
1485597600,1.057000e+01
1485601200,1.050000e+01
